"cidade_id","mes_ano","indice_vendas","indice_confianca_consumidor","cidade_nome","polo","coord_x_km","coord_y_km","populacao_mil","indice_renda_media","ticket_medio_regional","var_placebo_espacial"
"CID01",2020-07-01,171.1,102.9,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2020-08-01,164.6,95.4,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2020-09-01,143.5,97.2,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2020-10-01,134.6,100.8,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2020-11-01,122.3,102.2,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2020-12-01,144.3,106.1,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-01-01,151.2,107.8,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-02-01,168.7,107.4,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-03-01,182.6,108.8,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-04-01,186.8,109.9,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-05-01,193.5,104.8,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-06-01,182.2,106.3,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-07-01,176.2,94.2,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-08-01,157.1,97.7,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-09-01,156.5,98.7,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-10-01,140.3,101.9,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-11-01,144.7,94.9,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2021-12-01,136.3,104,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-01-01,147.3,105.5,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-02-01,163.7,110.4,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-03-01,167.5,107.9,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-04-01,184.8,106,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-05-01,187.8,101.8,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-06-01,175,98.1,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-07-01,178.7,96.5,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-08-01,169.9,98.5,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-09-01,156.8,98.4,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-10-01,140.4,98.3,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-11-01,130.8,106.2,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2022-12-01,144,101.1,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-01-01,157.3,103,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-02-01,159.6,111.4,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-03-01,197.7,111.9,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-04-01,201.3,110.7,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-05-01,194.3,105.3,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-06-01,190.7,102.3,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-07-01,189.4,101.7,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-08-01,167.6,101,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-09-01,159,101.6,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-10-01,143.1,109.3,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-11-01,134.1,101,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2023-12-01,132.3,109.1,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-01-01,154.7,113.7,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-02-01,168.3,110.2,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-03-01,185.1,111.8,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-04-01,202.2,103,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-05-01,189.8,102.6,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-06-01,199.1,102.7,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-07-01,184.8,97.2,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-08-01,173,101.4,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-09-01,169.9,102.6,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-10-01,142.5,104.5,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-11-01,131.3,103,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2024-12-01,140.9,105.4,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-01-01,159,110.9,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-02-01,163.6,113.9,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-03-01,181.6,105.7,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-04-01,195.4,112.4,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-05-01,200.5,106.9,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-06-01,201.9,105.8,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-07-01,193.6,105.3,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-08-01,170.8,97.5,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-09-01,155.5,104.4,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-10-01,140.8,103.3,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-11-01,143.2,106.2,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID01",2025-12-01,147.5,106.8,"Porto Verde","Polo_4",94.68,73.62,57,4.263,61.87,107.45
"CID02",2019-01-01,181.3,104,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-02-01,236.6,107.6,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-03-01,274.6,105,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-04-01,259.8,102.6,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-05-01,272.8,100.9,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-06-01,254.8,98.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-07-01,270.7,94.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-08-01,217,94.4,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-09-01,209.9,93.8,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-10-01,201.7,96.4,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-11-01,188.7,97.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2019-12-01,188.1,100,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-01-01,213,104.1,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-02-01,246.9,110.5,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-03-01,253.8,104.8,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-04-01,263.4,106.6,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-05-01,292.9,108.5,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-06-01,276.3,99.1,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-07-01,226.3,101.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-08-01,224.3,97.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-09-01,189.9,96.1,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-10-01,206.1,99.3,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-11-01,184.8,105.1,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2020-12-01,215.8,109.3,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-01-01,226.2,108.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-02-01,259.8,108.5,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-03-01,270.3,106.8,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-04-01,279.1,114,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-05-01,285.4,102,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-06-01,282.9,107.6,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-07-01,270.9,95.4,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-08-01,239.9,98.9,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-09-01,212,97.4,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-10-01,211.8,100.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-11-01,206.6,96.9,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2021-12-01,221.1,101.6,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-01-01,225,104.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-02-01,235.5,110.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-03-01,287.6,107.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-04-01,294.7,105.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-05-01,278.5,104.5,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-06-01,290.9,98.8,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-07-01,257,94.8,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-08-01,245.5,98.1,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-09-01,221.8,97.5,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-10-01,218.6,101.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-11-01,192.2,110,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2022-12-01,223.6,101.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-01-01,232.2,105.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-02-01,257.8,110.9,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-03-01,284.2,111.5,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-04-01,294.5,106.5,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-05-01,300.3,105.4,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-06-01,287.4,105,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-07-01,275.2,101.3,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-08-01,254.5,102.4,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-09-01,229.1,98.4,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-10-01,217.7,108,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-11-01,199.7,103.1,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2023-12-01,214.5,110.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-01-01,248.1,112,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-02-01,263.2,113.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-03-01,308.9,109.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-04-01,297.3,105.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-05-01,312,103.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-06-01,319.2,102.3,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-07-01,283.3,101.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-08-01,268.4,100,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-09-01,236.1,102.4,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-10-01,213.6,104.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-11-01,222.1,103.3,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2024-12-01,235.4,103.8,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-01-01,240.8,110.5,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-02-01,281.1,114.1,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-03-01,306.2,109,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-04-01,316.9,110.9,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-05-01,314.9,102.7,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-06-01,312.6,108,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-07-01,292,103.3,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-08-01,261.8,97.6,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-09-01,254.6,103.2,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-10-01,216.2,104.4,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-11-01,210.9,104.5,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID02",2025-12-01,229.3,108.3,"Vale do Sol","Polo_5",23.62,51.11,90,4.016,54.07,112.89
"CID03",2019-01-01,218.2,103.4,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-02-01,233.3,105.5,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-03-01,234.6,104,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-04-01,258.7,100.6,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-05-01,271.8,100.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-06-01,288.9,94.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-07-01,266.6,91.9,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-08-01,239.7,98.9,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-09-01,213.5,97.2,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-10-01,205.7,98.6,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-11-01,202.9,96.7,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2019-12-01,199.5,101.4,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-01-01,218.7,103.2,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-02-01,219.4,112.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-03-01,258.2,111.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-04-01,273.6,106.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-05-01,289.2,106.5,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-06-01,272.6,97.9,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-07-01,274.9,100.6,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-08-01,248,96.9,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-09-01,231.6,100.6,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-10-01,199.2,96.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-11-01,205.5,101.4,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2020-12-01,197,108.4,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-01-01,224.9,107.9,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-02-01,241.9,104.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-03-01,266.8,107.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-04-01,297.7,112.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-05-01,287,101.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-06-01,294.5,103.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-07-01,275.4,94.5,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-08-01,260.3,97.7,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-09-01,223.4,98,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-10-01,222.4,100.7,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-11-01,209,95.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2021-12-01,215.4,102.7,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-01-01,220.1,106.4,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-02-01,242.8,111.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-03-01,270.9,108.5,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-04-01,293.1,104.5,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-05-01,291,100.6,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-06-01,300.7,99,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-07-01,270,97.5,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-08-01,267.1,99.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-09-01,232.5,97.9,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-10-01,221.2,95.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-11-01,198,108.7,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2022-12-01,216.7,101.2,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-01-01,222.5,104.5,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-02-01,254.6,112.6,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-03-01,265.9,113,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-04-01,285.2,109.6,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-05-01,299.3,104.6,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-06-01,290.4,102.2,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-07-01,285,100.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-08-01,271.9,101.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-09-01,228.4,99.7,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-10-01,225.4,110,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-11-01,201.6,100.6,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2023-12-01,224,110.7,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-01-01,230.3,114.3,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-02-01,244.8,112,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-03-01,285.2,111,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-04-01,312.8,104.3,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-05-01,312.7,104,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-06-01,306.7,101.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-07-01,303.9,99.1,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-08-01,262.3,103.4,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-09-01,248.2,100.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-10-01,234.1,105.9,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-11-01,219.2,102.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2024-12-01,219.5,101.9,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2025-01-01,229.8,108.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2025-02-01,252.9,113,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2025-03-01,305.3,108.8,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2025-04-01,294.1,111.4,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2025-05-01,298.9,105,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2025-06-01,314.9,105.4,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
"CID03",2025-07-01,315.3,104.3,"Serra Alta","Polo_1",22.7,16.23,83,4.387,57.68,99.06
